Title,Organization,Price,Info
"Hacking ético: Doxing,Redes sociales ,Redes wifi.
Aprende todo sobre el hacking ético desde cero !!",Rodrigo soto,"Precio actual
14,99 €
Precio original
94,99 €",2 horas en total18 clasesPrincipiante
"Protégete y Detecta el Phishing. La principal vulnerabilidad
La mayor Vulnerabilidad de las Personas y Empresas es el Phishing, y la única forma de protegerse es la capacitación",Alvaro Chirou • 1.300.000+ Enrollments Worldwide,"Precio actual
14,99 €
Precio original
94,99 €","4,5 horas en total39 clasesExperto"
"Introducción a las Pruebas de Usabilidad, UX y Accesibilidad
usabilidad, ux, accesibilidad",Lisandra Armas Águila,"Precio actual
14,99 €
Precio original
44,99 €",1 hora en total19 clasesPrincipiante
"2023 Gestión Ágil de Proyectos con Scrum: Curso AGILE
2023 Gestión Ágil de Proyectos con Scrum: curso para aprender cómo gestionar proyectos utilizando principios de Scrum",Master Class,"Precio actual
14,99 €
Precio original
19,99 €",2 horas en total27 clasesPrincipiante
"Scrum Master para Certificación
Scrum Master para Certificación",JMG Virtual Consulting S.L,"Precio actual
15,99 €
Precio original
19,99 €","11,5 horas en total40 clasesExperto"
"Certifícate como SCRUM Master (PSM 1, CSM, SMPC)
Banco de 300 preguntas sobre SCRUM - 6 test",German Hernandez,"Precio actual
14,99 €
Precio original
94,99 €","2,5 horas en total13 clasesIntermedio"
"Conviértete en un Experto en Creación de Metaversos
Crea Experiencias Virtuales Únicas y Personalizada,Importación de Figuras 3D, Compartir Pantalla y Galerías de Arte",Manuel Mazán,"Precio actual
15,99 €
Precio original
19,99 €","33,5 horas en total393 clasesTodos los niveles"
"cmd para principiantes
Conviertete en un experto en el uso de la linea de comandos de Windows",Manuel Sepulveda,"Precio actual
15,99 €
Precio original
19,99 €","10,5 horas en total120 clasesIntermedio"
"Ansible: De cero a usuario experto
Incluye Ansible Galaxy, la creación de módulos propietarios con Python y el despliegue infraestructura en la nube de AWS",Proyecto Oforte Cursos de calidad sobre Tecnología.,"Precio actual
99,99 €
Precio original
129,99 €","12,5 horas en total31 clasesIntermedio"
"A4Q Selenium Tester Foundation - Examen de práctica
Exámenes de apoyo para la certificación",Edgar Herrera Casas,"Precio actual
14,99 €
Precio original
69,99 €",1 hora en total8 clasesTodos los niveles
"Implementación de servidores Apache en Ubuntu Server
Aprende a instalar, configurar y administrar servidores web con Apache en Ubuntu Server",Pablo Zubiri,"Precio actual
14,99 €
Precio original
19,99 €",4 horas en total11 clasesIntermedio
"NUEVO! 4 CISA Test Examen 2023 SPANISH (ISACA)
4 x 150 Pruebas prácticas de examen 600 preguntas - CISA (ISACA) - Preguntas de 5 dominios",Agnaldo Pereira,"Precio actual
14,99 €
Precio original
19,99 €",1 hora en total8 clasesPrincipiante
"Introducción a Prolaborate
¡Conoce los aspectos esenciales de Prolaborate para colaborar en los modelos de Enterprise Architect de Sparx Systems!",Agustin Zappone,"Precio actual
14,99 €
Precio original
19,99 €","1,5 horas en total20 clasesPrincipiante"
"[2023] CSA Cloud Security Knowledge (CCSK): Simulador
Entrénate con preguntas teóricas y práctica de Seguridad en la nube.",Ready2Pass Academy,"Precio actual
14,99 €
Precio original
79,99 €",2 horas en total24 clasesPrincipiante
"Game developer Tower Defense Game en Unity: Basico a Experto
Tu momento ha llegado El mejor curso para aprender a desarollar videojuegos y programar en C Sharp",Raymundo Martínez,"Precio actual
14,99 €
Precio original
19,99 €","8,5 horas en total59 clasesPrincipiante"
"Recopilación de información con Python
Aprende a recopilar información de un objetivo empleando Python",Juan Carlos Guzmán Contreras,"Precio actual
14,99 €
Precio original
49,99 €",1 hora en total18 clasesPrincipiante
"Exámenes | AWS Certified Solutions Architect Associate | ES
6 exámenes de práctica para la certificación AWS Certified Solutions Architect - Associate",CYB Training,"Precio actual
14,99 €
Precio original
19,99 €","13,5 horas en total95 clasesPrincipiante"
"Curso de AWS Certified Solutions Architect Associate SAA-C03
Prepárate para el examen de AWS Solutions Architect Associate SAA-C03 en Español | Examen de práctica completo incluido",Sparx Argentina - proagile s.a.,"Precio actual
14,99 €
Precio original
19,99 €",6 horas en total58 clasesTodos los niveles
"Curso: Playwright con Javascript en Español
Aprende Automatización de Pruebas con Playwright con Javascritp nivel Basico- Intermedio",Pedro Oncoy,"Precio actual
14,99 €
Precio original
19,99 €","8,5 horas en total38 clasesTodos los niveles"
"Reparacion de Notebook a nivel electronico
Reparacion,placa,notebook,corto,tecnicoCalificación: 4,7 de 5",Braulio Castillo,"Precio actual
14,99 €
Precio original
19,99 €","2,5 horas en total44 clasesIntermedio"
"Appian BPM Basics
Aprende Appian fácil y sencillo con ejemplos prácticos",Santiago de Diego,"Precio actual
14,99 €
Precio original
29,99 €",44 minutos en total11 clasesTodos los niveles
"GCP Professional Architect.- Final Updated Practice Exams
Theory and case of use practice exams",Héctor Uriel Pérez,"Precio actual
14,99 €
Precio original
29,99 €",40 minutos en total12 clasesPrincipiante
"Simulador Certificación ISO 27001 Español / Inglés
ISO 27001 / ISO27001 EN Sample test","Joan Amengual | AWS Certified & Senior Blockchain Professional, Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer","Precio actual
79,99 €
Precio original
94,99 €","5,5 horas en total44 clasesTodos los niveles"
"Como adaptar la plantilla AdminLTE 2 y 3 con php y MVC
Aprende a como adaptar la plantilla AdminLTE en su versión 2 y 3, utilizando php8 y POO, PDO y MVC.",Rodrigo Villanueva Nieto,"Precio actual
14,99 €
Precio original
19,99 €","3,5 horas en total40 clasesPrincipiante"
"Seguridad Informática
Cuestiones básicas y recursos prácticos",Hernan Gerardo Delicio,"Precio actual
14,99 €
Precio original
79,99 €","11,5 horas en total30 clasesIntermedio"
"Introduccion a la virtualizacion con VMware vSphere
Aprende a crear y administrar un entorno virtualizado con VMware vSphere",JMG Virtual Consulting S.L,"Precio actual
15,99 €
Precio original
19,99 €",8 horas en total73 clasesPrincipiante
"Aprende Power BI con un caso Práctico
carga de datos, visualizaciones, reporte de power BI",German Hernandez,"Precio actual
14,99 €
Precio original
94,99 €","8,5 horas en total32 clasesPrincipiante"
"Terraform: De principiante a certificado 2023
Aprenda de forma practica a dominar esta gran herramienta y preparese para rendir la certificacion oficial de Terraform.",Manuel Mazán,"Precio actual
15,99 €
Precio original
19,99 €",32 minutos en total14 clasesTodos los niveles
"Microsoft SC-200: Más de 160 preguntas 2023
Curso preparación examen SC-200: Microsoft Security Operations Analyst en español.",Manuel Sepulveda,"Precio actual
15,99 €
Precio original
19,99 €",7 horas en total67 clasesIntermedio
"Aprende a liderar la transformación digital con el PETI
Aprende a liderar la transformación digital en tu empresa con el Plan Estratégico de TI",Proyecto Oforte Cursos de calidad sobre Tecnología.,"Precio actual
99,99 €
Precio original
129,99 €","3,5 horas en total35 clasesTodos los niveles"
"Domina los SIG con QGIS (Nivel Básico)
Genera mapas de calidad a partir de tus datos, representa, muestra y comparte de forma fácil y rápida tu información.",Martin Camacho,"Precio actual
14,99 €
Precio original
44,99 €",12 horas en total94 clasesPrincipiante
"MS 900 Microsoft 365 Fundamentals Español Actualizado 2023.
Certificación MS-900 Microsoft Fundamentals - Incluye libros oficiales, Labs y material de simulación, actualizado 2023.",Ivan Proiectus,"Precio actual
14,99 €
Precio original
19,99 €",1 hora en total9 clasesPrincipiante
"SQL Server: Transact-SQL de Básico-Avanzado - Full Práctica
Aprende el Lenguaje Transact-SQL de manera práctica, utilizando las sentencias más usadas en el ámbito profesional.",Andrés Torres,"Precio actual
14,99 €
Precio original
19,99 €",2 horas en total19 clasesPrincipiante
"Facturacíón electrónica con Odoo
Aprende a implementar la facturación electrónica en negocios o empresas - Localización Perú",Luis Fernando Ramos,"Precio actual
14,99 €
Precio original
19,99 €","2,5 horas en total33 clasesTodos los niveles"
"Curso De Recuperación De Información Discos DVR 2023
Cómo Abrir Archivos .swf Discos DVR",Antonio Gatell Contreras,"Precio actual
14,99 €
Precio original
19,99 €",2 horas en total19 clasesPrincipiante
"Introducción a la Impresión 3D: Del Diseño a la Realidad
Impresión 3D",Jose Manuel Ramirez,"Precio actual
14,99 €
Precio original
19,99 €",10 horas en total21 clasesIntermedio
"SC900 Fundamentos de seguridad,cumplimiento e identidad 2023
Certificación SC-900 Fundamentals - Incluye libros oficiales, Labs y material de simulación, actualizado.",Duver Mesa,"Precio actual
14,99 €
Precio original
19,99 €",8 horas en total81 clasesIntermedio
"WhatsApp Api con NodeJS Envío y Recepción de Mensajes
WhatsApp Api con NodeJS Envío y Recepción de Mensajes, Creación de un Chat BOT, Integración con CHATGPT",Eduardo Nazareno Anselmi,"Precio actual
79,99 €
Precio original
94,99 €","5,5 horas en total24 clasesPrincipiante"
"Programación de microcontroladores dsPIC33F Family-Parte II
Aprende a programar 2 tipos de uC de la Familia 33FJ (DSPIC33FJ32MC204 y DSPIC33FJ128MC804) simulado en Proteus y Real.",Energy Admin,"Precio actual
14,99 €
Precio original
19,99 €","5,5 horas en total52 clasesIntermedio"
"Raspberrypi Desde Cero
Aprende a programar la RaspberryPi y desarrolla scripts en Python para pasar tus proyectos maker al siguiente nivel",Master Class,"Precio actual
14,99 €
Precio original
19,99 €","7,5 horas en total62 clasesTodos los niveles"
"Curso profesional Altium Design desde 0 para ingenieros
Paso a paso, desde los esquemáticos, pasando por las PCB y terminando con la fabricación",Manuel Morales,"Precio actual
14,99 €
Precio original
19,99 €","2,5 horas en total5 clasesExperto"
"6 exámenes de práctica | AWS Solutions Architect Associate
Prepárate para tu examen SAA-C03. ¡390 preguntas de exámenes de práctica en español con explicaciones detalladas!",Ramiro Calderon Marin,"Precio actual
14,99 €
Precio original
19,99 €",33 minutos en total9 clasesIntermedio
"exámenes de práctica de AWS Certified Cloud Practitioner
Colección de exámenes de práctica de AWS Certified Cloud Practitioner (300 preguntas por 5 veces)",Roberto Enrique Yanayaco Pintado,"Precio actual
14,99 €
Precio original
24,99 €",3 horas en total5 clasesPrincipiante
"Appian BPM: Syncronized Backed-Records
Service and DB Backed Records",Bigodoo Consultores,"Precio actual
14,99 €
Precio original
29,99 €",4 horas en total49 clasesPrincipiante
"CompTIA A+ 220-1101 Simulación de examen de práctica 540 Q&A
Estamos actualizando el curso y siempre incluiremos nuevas pruebas de A+ 220-1101",Danid Vallejos,"Precio actual
14,99 €
Precio original
29,99 €",4 horas en total54 clasesIntermedio
"Domina los SIG con ARCGIS PRO (Nivel Intermedio)
Realiza Gepprocesmientos, Analisis Espaciales de calidad a partir de tus datos, Estructura Geodatabases y mucho Más",Steven Rivera,"Precio actual
14,99 €
Precio original
19,99 €",3 horas en total6 clasesPrincipiante
"Master en Wireshark (De principiante a avanzado)
Aprende todo acerca de sniffing, monitoreo de red y hacking",Ramiro Calderon Marin,"Precio actual
14,99 €
Precio original
19,99 €",6 horas en total54 clasesExperto
"Exam MS-900: Microsoft 365 Fundamentals
Examen de Microsoft MS-900",Davis Anderson Bastidas Vicente,"Precio actual
14,99 €
Precio original
19,99 €","6,5 horas en total36 clasesIntermedio"
"Domina los SIG con ARCGIS PRO (Nivel Básico)
Genera mapas de calidad a partir de tus datos, representa, muestra y comparte de forma facil y rapida tu información.",Jhon Ore Sulca,"Precio actual
14,99 €
Precio original
94,99 €","1,5 horas en total18 clasesPrincipiante"
"Mantenimiento y Soporte Técnico de Chromebooks
Aprende sobre configuración, solución de problemas y mantenimiento",Andres Nino,"Precio actual
14,99 €
Precio original
69,99 €","3,5 horas en total21 clasesPrincipiante"
"CAPM® 2023 SIMULATOR TEST
CAPM simulators",CoolTechnologies.es España,"Precio actual
14,99 €
Precio original
19,99 €","10,5 horas en total38 clasesTodos los niveles"
"Aprende ChatGPT desde cero
Domina la Inteligencia Artificial del momento","Joan Amengual | AWS Certified & Senior Blockchain Professional, Abhishek Singh | 9x AWS, Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer","Precio actual
14,99 €
Precio original
94,99 €","15,5 horas en total95 clasesIntermedio"
"ESPAÑOL -Curso Huawei HCIA Routing & Switching INTERMEDIATE
HCIA R&S - INTERMEDIATE",Cloud Pioneer,"Precio actual
14,99 €
Precio original
19,99 €","2,5 horas en total15 clasesPrincipiante"
"Preguntas Microsoft Azure Fundamentals AZ-900 - 2023
Actualizado Febrero 2023. Obtiene la certificación de Microsoft Azure Fundamentals AZ-900",Martin Camacho,"Precio actual
14,99 €
Precio original
44,99 €","12,5 horas en total73 clasesExperto"
"Domina los SIG con QGIS (Nivel Intermedio)
Realiza Analisis Espaciales de calidad a partir de tus datos, Estructura Bases de Datos, Modela en 3D y mucho Más",Andrea Bellini,"Precio actual
14,99 €
Precio original
24,99 €","7,5 horas en total31 clasesPrincipiante"
"Scrum Master Professional Certificate (SMPC) Examen Oficial
Un simulador para validar el conocimiento de Scrum y lograr aprobar el examen de conocimientos.",Manuel Morales,"Precio actual
14,99 €
Precio original
29,99 €","11,5 horas en total107 clasesIntermedio"
"Curso de Criptografía: Teoríco y Práctico (con Laboratorios)
Aprende qué es el cifrado, hash, firmas digitales, certificados digitales y protocolos seguros.",Fernando Conislla Murguia,"Precio actual
14,99 €
Precio original
49,99 €","12,5 horas en total39 clasesIntermedio"
"Preparate para aprobar ISTQB Foundation Level
Todo lo que necesitas saber para aprobar el examen",Alma Ortiz,"Precio actual
14,99 €
Precio original
24,99 €","4,5 horas en total40 clasesPrincipiante"
"Desarrollo WEB Moderno con HTML y CSS
Desarrollo WEB Moderno con HTML y CSS para principiantes.",Manuel Morales,"Precio actual
14,99 €
Precio original
19,99 €","4,5 horas en total34 clasesTodos los niveles"
"Taller Smart Lighting 2
Con DMX",Beny Blanco,"Precio actual
14,99 €
Precio original
84,99 €",5 horas en total50 clasesIntermedio
"Preguntas Microsoft Azure AI Fundamentals AI-900 - 2023
Actualizado Febrero 2023. Obtiene la certificación de Microsoft Azure AI Fundamentals AI-900",Guillermo García Velarde,"Precio actual
14,99 €
Precio original
19,99 €",3 horas en total7 clasesIntermedio
"Nuevo! 4 CISM Tests Examen 2023 SPANISH (ISACA)
4 x 150 Test de prácticas de examen: 600 preguntas - CISM (ISACA) - 4 dominios de preguntas",Edumar Group,"Precio actual
14,99 €
Precio original
19,99 €","3,5 horas en total5 clasesIntermedio"
"Exámenes de práctica | MS PL-300: Analista de datos Power BI
Prepárese para la certificación Microsoft PL-300: Analista de datos Power BI | Power BI Data Analyst",Pato Giovannini,"Precio actual
14,99 €
Precio original
19,99 €",3 horas en total5 clasesIntermedio
"Curso de armado para drone Freestyle de 5”
Armado de Drones",Edumar Group,"Precio actual
14,99 €
Precio original
19,99 €",4 horas en total5 clasesPrincipiante
"Fundamentos de Base de Datos
Fundamentos de Base de Datos",José Manuel Izquierdo Hernández,"Precio actual
14,99 €
Precio original
94,99 €",28 horas en total28 clasesIntermedio
"Fundamentos de Redes: Aprende las bases del Networking
Descubre cómo funciona la tecnología detrás de las redes de datos y el Networking desde lo más básico.",Cinco Minutos Faciles,"Precio actual
14,99 €
Precio original
19,99 €",9 horas en total17 clasesPrincipiante
"ETL Data Testing: Todo lo que necesitás saber
ETL y Data Testing, con la ayuda de Python",Manuel Morales,"Precio actual
14,99 €
Precio original
29,99 €","3,5 horas en total5 clasesPrincipiante"
"Automatización web con Wolfram Language - Mathematica 13.2
Automatización de tareas mediante el navegador web",Digital Academy TEC,"Precio actual
14,99 €
Precio original
19,99 €","12,5 horas en total5 clasesIntermedio"
"Exámenes de práctica MS 500-Practice Tests actualizado 2023
Exámenes de práctica para la prueba MS-500: Administración de seguridad de Microsoft 365-Practice Tests for the MS-500",Profe Sang,"Precio actual
14,99 €
Precio original
19,99 €",5 horas en total67 clasesTodos los niveles
"Taller de CCTV
Básico de cámaras de seguridad",Nadia Cavalleri,"Precio actual
14,99 €
Precio original
49,99 €","17,5 horas en total6 clasesPrincipiante"
"Matlab & Simulink Aplicado A La Ingenieria
Uso de MATLAB & SIMULINK Aplicado a la Ingenieria, Con enfasis en la Ingenieria Eléctrica",Sergio Fiodorov,"Precio actual
14,99 €
Precio original
94,99 €",2 horas en total11 clasesIntermedio
"NDI 5 y flujos de video usando ndi
entender el nuevo flujo con NDI®",Roberto Cueva,"Precio actual
14,99 €
Precio original
19,99 €","3,5 horas en total47 clasesPrincipiante"
"Aprender a subir imágenes a un servidor con Dropzone.js
Sube imágenes a un servidor con Dropzone.js, PHP y MySQL",Cinco Minutos Faciles,"Precio actual
14,99 €
Precio original
19,99 €","5,5 horas en total42 clasesTodos los niveles"
"Curso Completo Intune
Microsoft Intune",CYB Training,"Precio actual
14,99 €
Precio original
19,99 €",2 horas en total25 clasesTodos los niveles
"Six Sigma: Entrenamiento COMPLETO Black Belt
Entrenamiento Black Belt como enseñado en Alemania",Wade Henderson,"Precio actual
14,99 €
Precio original
19,99 €","7,5 horas en total36 clasesTodos los niveles"
"Seguridad en Oracle APEX 18.x
Todo lo que necesitas saber para crear aplicaciones web seguras en Oracle APEX",Samo FPV,"Precio actual
14,99 €
Precio original
19,99 €",45 horas en total197 clasesPrincipiante
"Introducción a la Ciberseguridad en OT (ICS/SCADA)
Para profesionales que deseen aprender sobre los fundamentos de la ciberseguridad en entornos industriales",Edgar Herrera Casas,"Precio actual
14,99 €
Precio original
19,99 €",7 horas en total53 clasesIntermedio
"CCNA 200-301 Exam Practice Tests (Update 8 March 2023)
Complete your training with 700+ exam level practice questions that include practice simulations and pass the CCNA exam",Tockertesh en español,"Precio actual
14,99 €
Precio original
29,99 €","7,5 horas en total82 clasesPrincipiante"
"GCP Associate Cloud Engineer Examen Practico 2023
2022 Examen de Google Associate Cloud Engineer, preparate y aprueba el examen de certificación | 300 preguntas/respuesta",The Free Range Tester,"Precio actual
14,99 €
Precio original
59,99 €","2,5 horas en total23 clasesTodos los niveles"
"Terraform Associate - certificado profesional
El mejor Curso de Terraform en Español, para desplegar infraestructura con ejemplos prácticos y funcionales en AWS, Azur",Gerardo Condado Aguilar,"Precio actual
14,99 €
Precio original
94,99 €",1 hora en total21 clasesIntermedio
"Exámenes de Práctica para Certified in Cybersecurity de ISC2
Apruebe el examen ISC2 Certified in Cybersecurity (CC) en su primer intento.",Ramiro Calderon Marin,"Precio actual
14,99 €
Precio original
19,99 €",2 horas en total18 clasesTodos los niveles
"Curso de Servomotores Delta -Nivel Básico usando ASDAsoft
Aprende hoy mismo! A tu ritmo y donde sea!",Roberto Cueva,"Precio actual
14,99 €
Precio original
19,99 €","20,5 horas en total77 clasesTodos los niveles"
"Web APIs (NET 7) La Guia Completa (Crear y Consumir API)
Cree una API web RESTful (C#) con autenticación y aprenda a consumirlos en una aplicación del mundo real (API .NET 7)",Jhonny Alexander Jaimes Carvajal,"Precio actual
14,99 €
Precio original
94,99 €",20 horas en total51 clasesIntermedio
"Aplicación Web FullStack con Spring Boot y Angular
Aprende a desarrollar aplicaciones como un pro",Alberto Alonso Valdivia,"Precio actual
14,99 €
Precio original
29,99 €",38 minutos en total8 clasesTodos los niveles
"Crea tu primera App Móvil con Flutter y Dart
Crea tu primera App Móvil una Pokédex funcional con Flutter y Dart",Davis Anderson Bastidas Vicente,"Precio actual
14,99 €
Precio original
19,99 €",6 horas en total30 clasesTodos los niveles
"DP 900 Data Fundamentals en Español - Incluye Exámen - 2023
Entrenamiento para la Certificación DP 900 Azure Data Fundamentals + Examen de Certificación Gratis.",Ivan Gomez,"Precio actual
14,99 €
Precio original
39,99 €","3,5 horas en total7 clasesExperto"
"Curso de Base de Datos Firebird
Base de Datos Firebird",Juan Jose Martinez Zaldivar,"Precio actual
14,99 €
Precio original
94,99 €","4,5 horas en total36 clasesTodos los niveles"
"Taller Smart Metering
Con KNX",Clarisa Maman Orfali,"Precio actual
109,99 €","2,5 horas en total13 clasesIntermedio"
"Taller Smart Lighting
Con DALI",Diego Espitia,"Precio actual
14,99 €
Precio original
39,99 €","2,5 horas en total7 clasesIntermedio"
"Taller Smart Building
Básico de KNX",Manuel Pérez,"Precio actual
14,99 €
Precio original
19,99 €","2,5 horas en total49 clasesPrincipiante"
"Taller de Alexa Security
Básico de domótica Zigbee",Jonny David Lezcano Algarin,"Precio actual
14,99 €
Precio original
29,99 €",19 horas en total29 clasesExperto
"Bootcamp de Domótica & Inmótica
30 proyectos",Alejandro Guzman Castellanos,"Precio actual
14,99 €
Precio original
59,99 €",3 horas en total16 clasesPrincipiante
"Como crear notificaciones con php8, POO, PDO, MVC y AdminLTE
Como crear notificaciones con php8, POO, PDO, JavaScript, Ajax, MVC y AdminLTE","Paulo Carreira, Andree Miranda","Precio actual
14,99 €
Precio original
29,99 €","16,5 horas en total44 clasesTodos los niveles"
"Taller Smart Home
Básico de domótica Wifi",Hernan Palacios Sala,"Precio actual
14,99 €
Precio original
44,99 €","5,5 horas en total43 clasesTodos los niveles"
"Curso de Inmótica
Con KNX y DALI","Bhrugen Patel, Carlos Piedra","Precio actual
14,99 €
Precio original
94,99 €",22 horas en total81 clasesIntermedio
"[2023] ITIL 4 FUNDAMENTOS - 6 EXAMENES DE PRÁCTICA
240 preguntas en Español (primer examen con explicación)",Juan Carlos Estevez Vargas,"Precio actual
14,99 €
Precio original
84,99 €","8,5 horas en total43 clasesTodos los niveles"
"Como crear tu Propia Tienda Online con PrestaShop 1.7
Crear tu propia plataforma E-commerce para vender tus productos y servicios aceptando pagos con Tarjeta",Davis Anderson Bastidas Vicente,"Precio actual
14,99 €
Precio original
19,99 €","5,5 horas en total12 clasesPrincipiante"
"Curso de Domótica
Con Alexa y Google Home",Ramiro Calderon Marin,"Precio actual
14,99 €
Precio original
19,99 €",19 horas en total33 clasesPrincipiante
"Desarrollando Sistema de Ventas (C# y MySQL Server)
Sistema de Ventas (C# y MySQL Server)",Víctor Ramos,"Precio actual
14,99 €
Precio original
19,99 €",7 horas en total41 clasesTodos los niveles
"DevOps Fundamentos: Qué significa DevOps para el negocio
DevOps Fundamentos: DevOps desde el punto de vista del negocio",Roberto Cueva,"Precio actual
14,99 €
Precio original
19,99 €","3,5 horas en total21 clasesTodos los niveles"
"Módulo de compras Odoo Enterprise 15
Todo lo que debes saber sobre las compras en Odoo.",Roberto Cueva,"Precio actual
14,99 €
Precio original
19,99 €",21 horas en total252 clasesTodos los niveles
"Seguridad Informática para Computadoras. Protege tus Datos.
Brinda seguridad informática a tu información confidencial, aprende a utilizar copias de seguridad, antivirus y firewall",Roberto Cueva,"Precio actual
14,99 €
Precio original
19,99 €","2,5 horas en total13 clasesPrincipiante"
"Aprende a desarrollar en blockchain con React+Solidity
Vamos a desarrollar un caso de uso real en la industria con React (NextJS), Solidity (NFTs con ERC721), Hardhat, Fleek",Roberto Cueva,"Precio actual
14,99 €
Precio original
19,99 €","20,5 horas en total166 clasesTodos los niveles"
"Gestión de mantenimiento industrial con laravel
Con las ventajas de Livewire",Roberto Cueva,"Precio actual
14,99 €
Precio original
79,99 €",12 horas en total61 clasesIntermedio
"Curso de Base de Datos Oracle Database
Base de Datos Oracle Database",Luis Fernando Ramos,"Precio actual
14,99 €
Precio original
19,99 €","2,5 horas en total28 clasesTodos los niveles"
"Gestion de servicios con ITIL4 y simuladores de examen
Comprende como liderar servicios empresariales y sus prácticas más difundidas para lograr VALOR",Roberto Cueva,"Precio actual
14,99 €
Precio original
19,99 €",13 horas en total74 clasesTodos los niveles
"Introducción a Postman y API Testing para Principiantes
Guía de inicio para realizar tests de API e introducción a Postman. Conviertete en un PRO del API Testing con este curso",Roberto Cueva,"Precio actual
14,99 €
Precio original
39,99 €",3 horas en total31 clasesTodos los niveles
"Curso de Google Hacking || Dorks Comandos para Hackear
Aprende a usar los comandos de google para afilar tus busquedas como herramienta de reconocimiento para el hacking",Ricardo Cabrera Lozada,"Precio actual
14,99 €
Precio original
19,99 €","11,5 horas en total143 clasesPrincipiante"
"Azure DevOps: Azure Boards 100% práctico
Aprende y domina Azure DevOps Boards de forma rápida y 100% práctica",Marbust Technology Company,"Precio actual
14,99 €
Precio original
94,99 €",14 horas en total69 clasesTodos los niveles
"PLC Embedido con AVR (Programar, Instalar y Fabricar)
Aprende a instalar y a programar un PLC, o diseñar y fabricar tu propio PLC Embedido usando AVR",Roberto Cueva,"Precio actual
14,99 €
Precio original
39,99 €","2,5 horas en total7 clasesIntermedio"
"Programación en Arduino, con aplicaciones electrónicas.
Conviértete en MASTER en desarrollo de proyectos Arduino. Desarrolla dispositivos Increíbles!",Víctor Ramos,"Precio actual
14,99 €
Precio original
19,99 €",5 horas en total49 clasesIntermedio
"Aprende a abrir tu puerta desde tu dispositivo móvil
Usa tu propia App, para abrir la puerta de tu casa con seguridad, con responsabilidad de seguridad electrónica.","Gabriela Di Paola, The center of IT training","Precio actual
14,99 €
Precio original
19,99 €",1 hora en total13 clasesIntermedio
"Curso de Proxmox VE completo, desde 0 a experto
Proxmox VE es una plataforma completa de código abierto para la virtualización empresarial.",XP Solution,"Precio actual
14,99 €
Precio original
24,99 €",4 horas en total16 clasesTodos los niveles
