Title,Organization,Course_duration,Course_clases,Course_level,Course_actual_price,Course_original_price
"Taller de CCTV
Básico de cámaras de seguridad",Nadia Cavalleri,"17,5 horas en total",6 ,Principiante,"14,99 €","49,99 €"
"Matlab & Simulink Aplicado A La Ingenieria
Uso de MATLAB & SIMULINK Aplicado a la Ingenieria, Con enfasis en la Ingenieria Eléctrica",Sergio Fiodorov,2 horas en total,11 ,Intermedio,"14,99 €","94,99 €"
"NDI 5 y flujos de video usando ndi
entender el nuevo flujo con NDI®",Roberto Cueva,"3,5 horas en total",47 ,Principiante,"14,99 €","19,99 €"
"Aprender a subir imágenes a un servidor con Dropzone.js
Sube imágenes a un servidor con Dropzone.js, PHP y MySQL",Cinco Minutos Faciles,"5,5 horas en total",42 ,Todos los niveles,"14,99 €","19,99 €"
"Curso Completo Intune
Microsoft Intune",CYB Training,2 horas en total,25 ,Todos los niveles,"14,99 €","19,99 €"
"Six Sigma: Entrenamiento COMPLETO Black Belt
Entrenamiento Black Belt como enseñado en Alemania",Wade Henderson,"7,5 horas en total",36 ,Todos los niveles,"14,99 €","19,99 €"
"Seguridad en Oracle APEX 18.x
Todo lo que necesitas saber para crear aplicaciones web seguras en Oracle APEX",Samo FPV,45 horas en total,197 ,Principiante,"14,99 €","19,99 €"
"Introducción a la Ciberseguridad en OT (ICS/SCADA)
Para profesionales que deseen aprender sobre los fundamentos de la ciberseguridad en entornos industriales",Edgar Herrera Casas,7 horas en total,53 ,Intermedio,"14,99 €","19,99 €"
"CCNA 200-301 Exam Practice Tests (Update 8 March 2023)
Complete your training with 700+ exam level practice questions that include practice simulations and pass the CCNA exam",Tockertesh en español,"7,5 horas en total",82 ,Principiante,"14,99 €","29,99 €"
"GCP Associate Cloud Engineer Examen Practico 2023
2022 Examen de Google Associate Cloud Engineer, preparate y aprueba el examen de certificación | 300 preguntas/respuesta",The Free Range Tester,"2,5 horas en total",23 ,Todos los niveles,"14,99 €","59,99 €"
"Terraform Associate - certificado profesional
El mejor Curso de Terraform en Español, para desplegar infraestructura con ejemplos prácticos y funcionales en AWS, Azur",Gerardo Condado Aguilar,1 hora en total,21 ,Intermedio,"14,99 €","94,99 €"
"Exámenes de Práctica para Certified in Cybersecurity de ISC2
Apruebe el examen ISC2 Certified in Cybersecurity (CC) en su primer intento.",Ramiro Calderon Marin,2 horas en total,18 ,Todos los niveles,"14,99 €","19,99 €"
"Curso de Servomotores Delta -Nivel Básico usando ASDAsoft
Aprende hoy mismo! A tu ritmo y donde sea!",Roberto Cueva,"20,5 horas en total",77 ,Todos los niveles,"14,99 €","19,99 €"
"Web APIs (NET 7) La Guia Completa (Crear y Consumir API)
Cree una API web RESTful (C#) con autenticación y aprenda a consumirlos en una aplicación del mundo real (API .NET 7)",Jhonny Alexander Jaimes Carvajal,20 horas en total,51 ,Intermedio,"14,99 €","94,99 €"
"Aplicación Web FullStack con Spring Boot y Angular
Aprende a desarrollar aplicaciones como un pro",Alberto Alonso Valdivia,38 minutos en total,8 ,Todos los niveles,"14,99 €","29,99 €"
"Crea tu primera App Móvil con Flutter y Dart
Crea tu primera App Móvil una Pokédex funcional con Flutter y Dart",Davis Anderson Bastidas Vicente,6 horas en total,30 ,Todos los niveles,"14,99 €","19,99 €"
"DP 900 Data Fundamentals en Español - Incluye Exámen - 2023
Entrenamiento para la Certificación DP 900 Azure Data Fundamentals + Examen de Certificación Gratis.",Ivan Gomez,"3,5 horas en total",7 ,Experto,"14,99 €","39,99 €"
"Curso de Base de Datos Firebird
Base de Datos Firebird",Juan Jose Martinez Zaldivar,"4,5 horas en total",36 ,Todos los niveles,"14,99 €","94,99 €"
"Taller Smart Metering
Con KNX",Clarisa Maman Orfali,"2,5 horas en total",13 ,Intermedio,"109,99 €",
"Taller Smart Lighting
Con DALI",Diego Espitia,"2,5 horas en total",7 ,Intermedio,"14,99 €","39,99 €"
"Taller Smart Building
Básico de KNX",Manuel Pérez,"2,5 horas en total",49 ,Principiante,"14,99 €","19,99 €"
"Taller de Alexa Security
Básico de domótica Zigbee",Jonny David Lezcano Algarin,19 horas en total,29 ,Experto,"14,99 €","29,99 €"
"Bootcamp de Domótica & Inmótica
30 proyectos",Alejandro Guzman Castellanos,3 horas en total,16 ,Principiante,"14,99 €","59,99 €"
"Como crear notificaciones con php8, POO, PDO, MVC y AdminLTE
Como crear notificaciones con php8, POO, PDO, JavaScript, Ajax, MVC y AdminLTE","Paulo Carreira, Andree Miranda","16,5 horas en total",44 ,Todos los niveles,"14,99 €","29,99 €"
"Taller Smart Home
Básico de domótica Wifi",Hernan Palacios Sala,"5,5 horas en total",43 ,Todos los niveles,"14,99 €","44,99 €"
"Curso de Inmótica
Con KNX y DALI","Bhrugen Patel, Carlos Piedra",22 horas en total,81 ,Intermedio,"14,99 €","94,99 €"
"[2023] ITIL 4 FUNDAMENTOS - 6 EXAMENES DE PRÁCTICA
240 preguntas en Español (primer examen con explicación)",Juan Carlos Estevez Vargas,"8,5 horas en total",43 ,Todos los niveles,"14,99 €","84,99 €"
"Como crear tu Propia Tienda Online con PrestaShop 1.7
Crear tu propia plataforma E-commerce para vender tus productos y servicios aceptando pagos con Tarjeta",Davis Anderson Bastidas Vicente,"5,5 horas en total",12 ,Principiante,"14,99 €","19,99 €"
"Curso de Domótica
Con Alexa y Google Home",Ramiro Calderon Marin,19 horas en total,33 ,Principiante,"14,99 €","19,99 €"
"Desarrollando Sistema de Ventas (C# y MySQL Server)
Sistema de Ventas (C# y MySQL Server)",Víctor Ramos,7 horas en total,41 ,Todos los niveles,"14,99 €","19,99 €"
"DevOps Fundamentos: Qué significa DevOps para el negocio
DevOps Fundamentos: DevOps desde el punto de vista del negocio",Roberto Cueva,"3,5 horas en total",21 ,Todos los niveles,"14,99 €","19,99 €"
"Módulo de compras Odoo Enterprise 15
Todo lo que debes saber sobre las compras en Odoo.",Roberto Cueva,21 horas en total,252 ,Todos los niveles,"14,99 €","19,99 €"
"Seguridad Informática para Computadoras. Protege tus Datos.
Brinda seguridad informática a tu información confidencial, aprende a utilizar copias de seguridad, antivirus y firewall",Roberto Cueva,"2,5 horas en total",13 ,Principiante,"14,99 €","19,99 €"
"Aprende a desarrollar en blockchain con React+Solidity
Vamos a desarrollar un caso de uso real en la industria con React (NextJS), Solidity (NFTs con ERC721), Hardhat, Fleek",Roberto Cueva,"20,5 horas en total",166 ,Todos los niveles,"14,99 €","19,99 €"
"Gestión de mantenimiento industrial con laravel
Con las ventajas de Livewire",Roberto Cueva,12 horas en total,61 ,Intermedio,"14,99 €","79,99 €"
"Curso de Base de Datos Oracle Database
Base de Datos Oracle Database",Luis Fernando Ramos,"2,5 horas en total",28 ,Todos los niveles,"14,99 €","19,99 €"
"Gestion de servicios con ITIL4 y simuladores de examen
Comprende como liderar servicios empresariales y sus prácticas más difundidas para lograr VALOR",Roberto Cueva,13 horas en total,74 ,Todos los niveles,"14,99 €","19,99 €"
"Introducción a Postman y API Testing para Principiantes
Guía de inicio para realizar tests de API e introducción a Postman. Conviertete en un PRO del API Testing con este curso",Roberto Cueva,3 horas en total,31 ,Todos los niveles,"14,99 €","39,99 €"
"Curso de Google Hacking || Dorks Comandos para Hackear
Aprende a usar los comandos de google para afilar tus busquedas como herramienta de reconocimiento para el hacking",Ricardo Cabrera Lozada,"11,5 horas en total",143 ,Principiante,"14,99 €","19,99 €"
"Azure DevOps: Azure Boards 100% práctico
Aprende y domina Azure DevOps Boards de forma rápida y 100% práctica",Marbust Technology Company,14 horas en total,69 ,Todos los niveles,"14,99 €","94,99 €"
"PLC Embedido con AVR (Programar, Instalar y Fabricar)
Aprende a instalar y a programar un PLC, o diseñar y fabricar tu propio PLC Embedido usando AVR",Roberto Cueva,"2,5 horas en total",7 ,Intermedio,"14,99 €","39,99 €"
"Programación en Arduino, con aplicaciones electrónicas.
Conviértete en MASTER en desarrollo de proyectos Arduino. Desarrolla dispositivos Increíbles!",Víctor Ramos,5 horas en total,49 ,Intermedio,"14,99 €","19,99 €"
"Aprende a abrir tu puerta desde tu dispositivo móvil
Usa tu propia App, para abrir la puerta de tu casa con seguridad, con responsabilidad de seguridad electrónica.","Gabriela Di Paola, The center of IT training",1 hora en total,13 ,Intermedio,"14,99 €","19,99 €"
"Curso de Proxmox VE completo, desde 0 a experto
Proxmox VE es una plataforma completa de código abierto para la virtualización empresarial.",XP Solution,4 horas en total,16 ,Todos los niveles,"14,99 €","24,99 €"
"Haciendo una Casa Inteligente
Aprende a Reconocer los Principales Equipos de Automatización para Casas y levanta tu proyecto de automatización.","Alvaro Chirou • 1.300.000+ Enrollments Worldwide, Walter Coto || +400,000 Estudiantes","2,5 horas en total",101 ,Experto,"14,99 €","94,99 €"
"Seguridad informática para Teléfonos. Protege tus Datos.
Brinda seguridad al dispositivo que con mas frecuencia se realizan los Ciberataques y vulneran empresas, tu celular.",Alejandro Susillo Ridao,"2,5 horas en total",84 ,Experto,"14,99 €","84,99 €"
"Analisis de malware
Aprende a realizar análisis de malware estático y dinámico",Edwin Henriquez,4 horas en total,127 ,Intermedio,"14,99 €","19,99 €"
"AppSheet desde cero
IntermedioCalificación: 4,1 de 5",Víctor Ramos,15 horas en total,51 ,Principiante,"14,99 €","19,99 €"
"Curso funcional de Odoo ERP 16 EE con ejercicios prácticos.
Todo lo básico que necesitas saber para iniciar con Odoo ERP desde el punto de vista funcional.",Alexander Ramos Espinosa,"13,5 horas en total",73 ,Principiante,"14,99 €","54,99 €"
"Curso PLC SIEMENS TIA PORTAL nivel avanzado Pt2
Curso avanzado de programación PLC con software TIA Portal Siemens, distinto a cualquier otro que hayas tomado",Randy Varela,1 hora en total,60 ,Principiante,"14,99 €","24,99 €"
"Electrónica DIGITAL: Flip-Flops
Los Flip-Flops son los ladrillos fundamentales para construir gran parte de la electrónica digital.",Luis orlando muñoz bueno,9 horas en total,97 ,Todos los niveles,"14,99 €","19,99 €"
"Curso PLC SIEMENS TIA PORTAL niveles básico e Intermedio Pt1
Curso basico intermedio de programación PLC con software TIA Portal Siemens, distinto a cualquier otro que hayas tomado",Jorge Fernández Carlavilla,10 horas en total,67 ,Intermedio,"14,99 €","19,99 €"
"Módulo de ventas Odoo Enterprise 15
Todo lo que debes saber sobre las ventas en Odoo.",Ernesto Paredes Martinez,16 horas en total,142 ,Todos los niveles,"14,99 €","94,99 €"
"Edición de imagen y vídeo con Python: Pillow, GMIC e imageio
Aprenda a programar editores de fotografía y vídeo con Python",Juan Cruz Petazzi Cardetti,4 horas en total,44 ,Intermedio,"14,99 €","24,99 €"
"Meshcentral: Una Alternativa de Gestion Remota
Otra manera de brindar el soporte a tu infraestructura desde la comodidad de tu navegador preferido",Paul Illanes,3 horas en total,38 ,Principiante,"14,99 €","19,99 €"
"Tecnologías de ciberseguridad
Diseño de arquitectura de ciberseguridad.",Arturo Diaz Lora,10 horas en total,76 ,Todos los niveles,"14,99 €","19,99 €"
